name,pro,flag
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00103.jpg, -1.04330313205719, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00130.jpg, -0.14648236334323883, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00161.jpg, -0.8562170267105103, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00219.jpg, -0.33921489119529724, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00448.jpg, -0.8225805163383484, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00548.jpg, -0.1278209537267685, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00740.jpg, -0.2698920667171478, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00804.jpg, -0.41239118576049805, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/00986.jpg, -1.1698448657989502, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01009.jpg, -0.8467134833335876, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01097.jpg, -0.9291507601737976, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01109.jpg, -0.9368085861206055, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01233.jpg, -0.4516592025756836, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01269.jpg, -0.8742081522941589, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01403.jpg, -1.037651777267456, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01413.jpg, -0.754193902015686, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01436.jpg, -1.7621920108795166, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01446.jpg, -0.7511044144630432, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01520.jpg, -1.3489192724227905, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01819.jpg, -0.6812528371810913, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/01994.jpg, -0.26285699009895325, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02038.jpg, -0.6200904846191406, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02087.jpg, -0.8496644496917725, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02110.jpg, -1.064594030380249, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02121.jpg, -1.2746117115020752, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02226.jpg, -0.7009437084197998, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02419.jpg, -0.46365606784820557, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02602.jpg, -0.5450267791748047, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02604.jpg, -1.0342837572097778, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02701.jpg, -0.528281569480896, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02839.jpg, -0.17881794273853302, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02846.jpg, -0.14810504019260406, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02851.jpg, -1.54843270778656, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02876.jpg, -0.45069852471351624, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/02878.jpg, -1.1573870182037354, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03142.jpg, 0.09064105898141861, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03158.jpg, -0.6625052690505981, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03368.jpg, -0.28670617938041687, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03516.jpg, -0.6633201837539673, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03559.jpg, -0.8766229152679443, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03621.jpg, -1.1017361879348755, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/03689.jpg, -0.48885172605514526, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04063.jpg, -0.9214727282524109, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04127.jpg, -0.4884054660797119, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04146.jpg, -0.05209020525217056, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04341.jpg, -0.9123697280883789, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04352.jpg, -0.8795177936553955, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04390.jpg, -0.27692583203315735, 0.0
/dataset-disk/tb_dataset/tf2k_lr/social/facebook/seasons/autumn-TM01/Real/FFHQ/04532.jpg, -0.7921243906021118, 0.0
